id,start_time,end_time,cost,age,promoters,flyers,artists,pick,attending
775044.0,23:00,08:00,free with Jukely RSVP go.jukely.com/johndigweed/ £22 on the door/ £15 students on the door/ £12 fabricfirst on the door /£10 after 4am,,"[['967', 'fabric']]",['2015/12/uk-1219-775044-643182-front.jpg'],"[['craigrichards', 'Craig Richards'], ['digweed', 'John Digweed'], ['pacoosuna', 'Paco Osuna'], ['ferbr', 'Fer BR'], ['terryfrancis', 'Terry Francis']]",False,105
772645.0,23:00,07:00,,,"[['967', 'fabric']]",['2015/12/uk-1218-772645-643187-front.jpg'],"[['groovearmada', 'Groove Armada'], ['friendwithin', 'Friend Within'], ['emanuelsatie', 'Emanuel Satie'], ['icarus', 'Icarus'], ['causeaffect', 'Cause & Affect'], ['tomshorterz', 'Tom Shorterz'], ['newyorktransitauthority', 'New York Transit Authority'], ['kloseone', 'Klose One'], ['petegraham', 'Pete Graham'], ['reidy', 'Reidy']]",False,765
763837.0,23:00,09:00,,,"[['967', 'fabric']]",['2015/12/uk-1212-763837-643181-front.jpg'],"[['craigrichards', 'Craig Richards'], ['sethtroxler', 'Seth Troxler'], ['cabdrivers', 'Cab Drivers'], ['acidmondays', 'Acid Mondays'], ['terryfrancis', 'Terry Francis'], ['floorplan', 'Floorplan'], ['roberthood', 'Robert Hood'], ['lukeslater', 'Luke Slater']]",False,641
773132.0,23:00,07:00,,,"[['967', 'fabric'], ['16669', 'UKF']]",['2015/12/uk-1211-773132-639993-front.jpg'],"[['andyc', 'Andy C'], ['highcontrast', 'High Contrast'], ['mistajam', 'MistaJam'], ['deltaheavy', 'Delta Heavy'], ['flavad', 'Flava D'], ['gotsome-uk', 'GotSome'], ['icicle', 'Icicle'], ['joeford', 'Joe Ford'], ['koansound', 'KOAN Sound'], ['mcgq', 'MC GQ'], ['dynamitemc', 'Dynamite MC'], ['tonnpiper', 'Tonn Piper'], ['2shy', '2SHY'], ['mctexas', 'MC Texas']]",False,567
763827.0,23:00,09:00,,,"[['967', 'fabric']]",['2015/12/uk-1205-763827-643180-front.jpg'],"[['rprsoundsystem', 'RPR Soundsystem'], ['rhadoo', 'Rhadoo'], ['petreinspirescu', 'Petre Inspirescu'], ['raresh', 'Raresh'], ['terryfrancis', 'Terry Francis'], ['alanfitzpatrick', 'Alan Fitzpatrick'], ['slam', 'Slam']]",False,768
770975.0,23:00,07:00,,,"[['967', 'fabric']]",['2015/12/uk-1204-770975-658043-front.jpg'],"[['shyfx', 'Shy FX'], ['breakage', 'Breakage'], ['donaeo', ""Donae'o""], ['marcusvisionary', 'Marcus Visionary'], ['djdie', 'DJ Die'], ['copypastesoul', 'Copy Paste Soul'], ['liambailey', 'Liam Bailey'], ['skibadee', 'Skibadee']]",False,278
755882.0,23:00,08:00,,,"[['967', 'fabric']]",['2015/11/uk-1128-755882-631247-front.jpg'],"[['carlcraig', 'Carl Craig'], ['kylehall', 'Kyle Hall'], ['terrenceparker', 'Terrence Parker'], ['kevinsaunderson', 'Kevin Saunderson'], ['octaveone', 'Octave One'], ['lukehess', 'Luke Hess']]",False,388
768308.0,23:00,07:00,,,"[['967', 'fabric']]",['2015/11/uk-1127-768308-643183-front.jpg'],"[['djhype', 'DJ Hype'], ['djhazard', 'DJ Hazard'], ['xtrah', 'Xtrah'], ['taxman', 'Taxman'], ['ic3', 'IC3'], ['jakes', 'Jakes'], ['funsta', 'Funsta'], ['shutupanddance', 'Shut Up and Dance'], ['frisco', 'Frisco'], ['serialkillaz', 'Serial Killaz'], ['potentialbadboy', 'Potential Badboy'], ['tyke', 'Tyke'], ['fatmand', 'Fatman D']]",False,445
763822.0,23:00,08:00,,,"[['967', 'fabric']]",['2015/11/uk-1121-763822-638048-front.jpg'],"[['craigrichards', 'Craig Richards'], ['heidi', 'Heidi'], ['danielbell', 'Daniel Bell'], ['guilhemmonin', 'Guilhem Monin'], ['regis', 'Regis'], ['zenkerbrothers', 'Zenker Brothers'], ['jonaskopp', 'Jonas Kopp']]",False,242
761368.0,23:00,07:00,,,"[['967', 'fabric']]",['2015/11/uk-1120-761368-621200-front.jpg'],"[['hannahwants', 'Hannah Wants'], ['noartificialcolours', 'No Artificial Colours'], ['tomshorterz', 'Tom Shorterz'], ['barelylegal', 'Barely Legal'], ['amybecker', 'Amy Becker'], ['dubphizix', 'Dub Phizix'], ['levelz', 'Levelz'], ['skeptical', 'Skeptical'], ['marcusintalex', 'Marcus Intalex'], ['fixate', 'Fixate']]",False,708
